SignalIdentifier,EventCode,EventParam,Timestamp
7115,81,19,8/9/2023 16:41:22.6
7115,82,20,8/9/2023 16:41:27.9
7115,81,20,8/9/2023 16:41:29.8
7115,82,20,8/9/2023 16:41:31.8
7115,81,20,8/9/2023 16:41:32.8
7115,82,20,8/9/2023 16:41:41.6
7115,81,20,8/9/2023 16:41:43.8
7115,82,20,8/9/2023 16:42:14.6
7115,81,20,8/9/2023 16:42:15.9
7115,82,21,8/9/2023 16:42:26.5
7115,82,20,8/9/2023 16:42:50.0
7115,82,19,8/9/2023 16:43:05.4
7115,81,21,8/9/2023 16:43:46.9
7115,81,20,8/9/2023 16:43:47.8
7115,81,19,8/9/2023 16:43:48.4
7115,82,19,8/9/2023 16:43:48.6
7115,82,20,8/9/2023 16:43:49.4
7115,81,19,8/9/2023 16:43:50.6
7115,81,20,8/9/2023 16:43:51.4
7115,82,19,8/9/2023 16:43:52.3
7115,81,19,8/9/2023 16:43:53.6
7115,82,19,8/9/2023 16:43:55.6
7115,81,19,8/9/2023 16:43:57.0
7115,82,20,8/9/2023 16:44:05.9
7115,81,20,8/9/2023 16:44:07.6
7115,82,21,8/9/2023 16:44:13.6
7115,81,21,8/9/2023 16:44:15.4
7115,82,20,8/9/2023 16:44:42.4
7115,81,20,8/9/2023 16:44:43.7
7115,82,21,8/9/2023 16:44:56.2
7115,82,20,8/9/2023 16:45:03.6
7115,81,21,8/9/2023 16:45:07.4
7115,82,19,8/9/2023 16:45:11.5
7115,81,20,8/9/2023 16:46:18.6
7115,81,19,8/9/2023 16:46:19.8
7115,82,20,8/9/2023 16:46:32.9
7115,82,19,8/9/2023 16:46:33.1
7115,81,19,8/9/2023 16:46:33.5
7115,81,20,8/9/2023 16:46:34.7
7115,82,20,8/9/2023 16:47:46.9
7115,82,19,8/9/2023 16:47:53.9
7115,81,19,8/9/2023 16:47:55.3
7115,82,19,8/9/2023 16:48:00.1
7115,81,19,8/9/2023 16:48:44.8
7115,81,20,8/9/2023 16:48:45.6
7115,82,20,8/9/2023 16:48:47.2
7115,81,20,8/9/2023 16:48:48.6
7115,82,20,8/9/2023 16:50:13.0
7115,82,19,8/9/2023 16:50:16.1
7115,81,19,8/9/2023 16:50:18.1
7115,82,19,8/9/2023 16:51:04.5
7115,81,19,8/9/2023 16:51:06.3
7115,82,19,8/9/2023 16:51:08.8
7115,81,20,8/9/2023 16:51:19.6
7115,81,19,8/9/2023 16:51:20.4
7115,82,20,8/9/2023 16:52:10.9
7115,81,20,8/9/2023 16:52:12.2
7115,82,21,8/9/2023 16:52:31.0
7115,82,20,8/9/2023 16:52:46.9
7115,82,19,8/9/2023 16:53:01.4
7115,81,20,8/9/2023 16:53:49.9
